city,sum,lat,lng
"Cheverly, Maryland",74,38.92816699999999,-76.915807
"Chevy Chase, Maryland",30,38.9692771,-77.07886669999999
"Chewelah, Washington",2,48.276287,-117.7155207
"Cheyenne, Wyoming",2,41.1399814,-104.8202462
"Chicago, Illinois",31644,41.8781136,-87.6297982
"Chicago Ridge, Illinois",20,41.7014217,-87.77921959999999
"Chico, California",290,39.7284944,-121.8374777
"Chicopee, Massachusetts",268,42.1487043,-72.6078672
"China Grove, North Carolina",10,35.569306,-80.5817318
"Chino, California",78,34.0122346,-117.688944
"Chino Hills, California",26,33.9898188,-117.7325848
"Chippewa Falls, Wisconsin",38,44.9369054,-91.39293479999999
"Chisago City, Minnesota",44,45.3735757,-92.8899376
"Christiansburg, Virginia",6,37.1298517,-80.4089389
"Chula Vista, California",414,32.6400541,-117.0841955
"Churchville, Pennsylvania",22,40.2030643,-74.9968543
"Cibolo, Texas",2,29.561618,-98.2269553
"Cicero, Illinois",12,41.8455877,-87.7539448
"Cikynbys, Ohio",2,39.9611755,-82.99879419999999
"Cincinnati, Ohio",4596,39.1031182,-84.5120196
"Cincinnatus, New York",6,42.5422923,-75.89575339999999
"Cinnaminson, New Jersey",2,39.9969646,-74.99276929999999
"Circle Pines, Minnesota",16,45.1485771,-93.15161239999999
"Citrus Heights, California",1906,38.7071247,-121.2810611
"Clackamas, Oregon",254,45.4076205,-122.5703692
"Clairton, Pennsylvania",4,40.292292,-79.881715
"Claremont, California",84,34.0966764,-117.7197785
"Clarence, New York",28,42.982216,-78.5770812
"Clarendon Hills, Illinois",34,41.7975307,-87.95478349999999
"Clarks Grove, Minnesota",18,43.763832,-93.3292623
"Clarks Summit, Pennsylvania",8,41.4886892,-75.70852479999999
"Clarkson, Georgia",2,33.8095487,-84.23964339999999
"Clarkston, Georgia",10624,33.8095487,-84.23964339999999
"Clarksville, Maryland",136,39.2061962,-76.94556639999999
"Clarktson, Georgia",8,33.8095487,-84.23964339999999
"Clay, New York",34,43.1856814,-76.1717547
"Claycomo, Missouri",2,39.202503,-94.49245300000001
"Claymont, Delaware",48,39.8006685,-75.4596404
"Clayton, California",44,37.9410341,-121.9357925
"Clearfield, Utah",2,41.1107771,-112.0260538
"Clearwater, Florida",2432,27.9658533,-82.8001026
"Clemson, South Carolina",2,34.6834382,-82.8373654
"Clermont, Florida",24,28.5494447,-81.77285429999999
"Cleveland, Ohio",9234,41.49932,-81.6943605
"Cleveland Heights, Ohio",2642,41.5200518,-81.556235
"Clewiston, Florida",114,26.7542312,-80.93367529999999
"Cliffside Park, New Jersey",10,40.8214894,-73.9876388
"Cliffwood, New Jersey",12,40.4373301,-74.2389815
"Clifton, New Jersey",122,40.8584328,-74.16375529999999
"Clifton Heights, Pennsylvania",20,39.9292791,-75.2962972
"Clifton Park, New York",14,42.844668,-73.8183804
"Clinton, Connecticut",116,41.2882208,-72.5288034
"Clinton Township, New Jersey",1472,40.6306905,-74.8684564
"Clive, Iowa",372,41.6060873,-93.77235999999999
"Closter, New Jersey",2,40.9731536,-73.9615262
"Cloudcroft, New Mexico",8,32.9573133,-105.7424855
"Clovis, California",262,36.8252277,-119.7029194
"Coatesville, Pennsylvania",48,39.9831616,-75.8238355
"Cockeysville, Maryland",102,39.4812172,-76.6438598
"Cocoa, Florida",34,28.3861159,-80.7419984
"Coconut Creek, Florida",20,26.2517482,-80.17893509999999
"Cohoes, New York",134,42.7742446,-73.70011869999999
"Cokato, Minnesota",20,45.0777389,-94.1900879
"Colbert, Washington",38,47.8266668,-117.3415938
"Colchester, Connecticut",4136,41.5756728,-72.3320051
"Coldwater, Michigan",2,41.9403263,-85.00052149999999
"College Park, Georgia",184,33.6534427,-84.4493725
"College Place, Washington",26,46.0493026,-118.3883012
"College Point, New York",16,40.786395,-73.8389657
"College Station, Texas",26,30.627977,-96.3344068
"Colleyville, Texas",30,32.8809603,-97.155012
"Collingdale, Pennsylvania",70,39.9117794,-75.27712919999999
"Collingswood, New Jersey",10,39.9181686,-75.07128399999999
"Colma, California",10,37.6768779,-122.459695
"Colmar Manor, Maryland",2,38.9331669,-76.9458078
"Colombia, Maryland",2,39.2037144,-76.86104619999999
"Colonia, New Jersey",4,40.584867,-74.3039227
"Colonial Heights, Virginia",14,37.244039,-77.4102607
"Colonie, New York",2,42.7236699,-73.77132
"Colorado, Colorado",10,39.5500507,-105.7820674
"Colorado Springs, Colorado",2754,38.8338816,-104.8213634
"Colton, California",20,34.0739016,-117.3136547
"Colts Neck, New Jersey",2,40.2876108,-74.1723652
"Columbia, Maryland",6580,39.2037144,-76.86104619999999
"Columbia Heights, Minnesota",576,45.0481968,-93.2474098
"Columbus, Georgia",26150,32.4609764,-84.9877094
"Columbus City, Iowa",8,41.2586363,-91.3743221
"Columbus Junction, Iowa",74,41.2786364,-91.3598775
"Columiba, Missouri",2,38.9517053,-92.3340724
"Colville, Washington",40,48.5449971,-117.9009545
"Colwyn, Pennsylvania",14,39.9123351,-75.253794
"Comer, Georgia",334,34.0637227,-83.1254261
"Commack, New York",8,40.8428759,-73.29289430000001
"Commerce, Michigan",154,42.5750853,-83.48823469999999
"Commerce Charter Township, Michigan",8,42.5750853,-83.48823469999999
"Commerce City, Colorado",32,39.8083196,-104.9338675
"Commerce Township, Michigan",52,42.5750853,-83.48823469999999
"Compton, California",24,33.8958492,-118.2200712
"Comstock, Michigan",10,42.2844539,-85.45818589999999
"Comstock Park, Michigan",4,43.0386368,-85.67003319999999
"Concord, California",6968,37.9779776,-122.0310733
"Conestoga, Pennsylvania",2,39.9454909,-76.3379045
"Conesville, Iowa",4,41.3819687,-91.3498791
"Congers, New York",2,41.150651,-73.9454159
"Conifer, Colorado",20,39.5202516,-105.3056996
"Conley, Georgia",44,33.6418635,-84.3357992
"Connelly Springs, North Carolina",46,35.7429092,-81.5134255
"Conover, North Carolina",90,35.7065217,-81.2186933
"Conroe, Texas",46,30.3118769,-95.45605119999999
"Conshohocken, Pennsylvania",22,40.0792766,-75.3015714
"Converse, Texas",8,29.5180081,-98.3161241
"Conway, South Carolina",28,33.8360034,-79.0478143
"Conyers, Georgia",78,33.6676103,-84.01769039999999
"Cookeville, Tennessee",16,36.162839,-85.5016423
"Coon Rapids, Minnesota",748,45.1732394,-93.30300629999999
"Cooper City, Florida",12,26.0573112,-80.271716
"Copiague, New York",2,40.6814892,-73.3998445
"Coplay, Pennsylvania",12,40.6700965,-75.4954612
"Copley, Ohio",8,41.0875099,-81.63638689999999
"Coppell, Texas",68,32.9545687,-97.01500779999999
"Copperas Cove, Texas",72,31.124062,-97.90307849999999
"Coral City, Florida",8,25.940556,-80.2455912
"Coral Gables, Florida",248,25.7491968,-80.2635411
"Coral Springs, Florida",102,26.271192,-80.2706044
"Coralville, Iowa",70,41.6822756,-91.5960643
"Coram, New York",4,40.8687096,-73.0014946
"Coraopolis, Pennsylvania",4,40.5184013,-80.1667247
"Cordova, Tennessee",102,35.1598391,-89.761545
"Corinth, Texas",2,33.1540091,-97.0647322
"Corning, California",2,39.9276572,-122.1791556
"Corona, California",516,33.8752935,-117.5664384
"Corona Del Mar, California",16,33.5978595,-117.8730142
"Coronado, California",2,32.6858853,-117.1830891
"Corpus Christi, Texas",40,27.8005828,-97.39638099999999
"Corryton, Tennessee",12,36.1528688,-83.784746
"Corte Madera, California",2,37.9254806,-122.5274755
"Cortland, New York",26,42.6011813,-76.1804843
"Corvallis, Oregon",16,44.5645659,-123.2620435
"Costa Mesa, California",106,33.6412156,-117.9188221
"Coto De Caza, California",4,33.5951048,-117.5906715
"Cottage Grove, Minnesota",100,44.8277446,-92.9438218
"Countryside, Illinois",4,41.766022,-87.87952299999999
"Coventry, Rhode Island",10,41.6885978,-71.5642076
"Covina, California",88,34.0900091,-117.8903397
"Covington, Georgia",302,33.5967815,-83.8601827
"Coweta, Oklahoma",4,35.9517674,-95.65081400000001
"Cranberry, Pennsylvania",34,40.6849626,-80.1071379
"Cranston, Rhode Island",92,41.7798226,-71.4372796
"Creedmoor, North Carolina",6,36.1223683,-78.6861145
"Crescent City, California",38,41.7557501,-124.2025913
"Crescent Springs, Kentucky",142,39.0514492,-84.5816106
"Cresskill, New Jersey",10,40.9414874,-73.9593041
"Crestview, Florida",14,30.7541808,-86.5727995
"Crestwood, Kentucky",2,38.3242355,-85.4724593
"Creswell, Oregon",2,43.9179023,-123.0245261
"Crete, Nebraska",70,40.6252173,-96.9615141
"Creve Coeur, Missouri",16,38.6608855,-90.42261800000001
"Crimora, Virginia",38,38.1540221,-78.850302
"Crofton, Maryland",8,39.0017772,-76.68746709999999
"Crosby, Texas",2,29.9118885,-95.0621512
"Crowley, Texas",4,32.5790251,-97.3625172
"Crown Point, Indiana",20,41.4169806,-87.3653135
"Croydon, Pennsylvania",4,40.08733290000001,-74.9034996
"Crum Lynne, Pennsylvania",14,39.8672609,-75.33684509999999
"Crystal, Minnesota",302,45.0327425,-93.3602286
"Cudahy, Wisconsin",46,42.959738,-87.861471
"Cullowhee, North Carolina",2,35.3137111,-83.1765333
"Culpeper, Virginia",6,38.4729632,-77.9962512
"Culver City, California",48,34.0211224,-118.3964665
"Cumming, Georgia",54,34.2073196,-84.14019259999999
"Cupertino, California",98,37.3229978,-122.0321823
"Curtiss, Wisconsin",28,44.9552462,-90.4345795
"Custer, Washington",4,48.9173339,-122.6379502
"Cutler Bay, Florida",90,25.5808323,-80.34685929999999
"Cuyahoga Falls, Ohio",524,41.1339449,-81.48455849999999
"Cypress, California",210,33.8169366,-118.0368507
"Dacula, Georgia",30,33.9887165,-83.8979573
"Dade City, Florida",24,28.3647248,-82.1959178
"Dadeville, Alabama",2,32.831238,-85.76356919999999
"Dale City, Virginia",8,38.6370622,-77.31109459999999
"Dallas, Georgia",35752,33.9244531,-84.8413056
"Dalton, Georgia",98,34.7698021,-84.9702228
"Daly City, California",214,37.6879241,-122.4702079
"Damascus, Maryland",2,39.2884381,-77.2038716
"Dana Point, California",16,33.4672256,-117.6981014
"Danbury, Connecticut",36,41.394817,-73.4540111
"Danielson, Connecticut",10,41.8025986,-71.8859054
"Danvers, Massachusetts",40,42.5750009,-70.93212199999999
"Danville, California",58,37.8215929,-121.9999606
"Daphne, Alabama",6,30.6035255,-87.9036047
"Darby, Pennsylvania",488,39.9184461,-75.2590721
"Dardanelle, Arkansas",4,35.2231408,-93.1579532
"Darien, Illinois",4,41.7483483,-87.9737943
"Dartmouth, Massachusetts",6,41.6130323,-70.9704787
"Dauphin, Pennsylvania",12,40.3673093,-76.9310859
"Davenport, Florida",166,28.1614046,-81.60174169999999
"Davie, Florida",154,26.0764783,-80.25211569999999
"Davis, California",70,38.5449065,-121.7405167
"Dawsonville, Georgia",8,34.4212052,-84.1190804
"Dayton, New Jersey",4022,40.372607,-74.5101536
"Daytona Beach, Florida",38,29.2108147,-81.0228331
"De Bary, Florida",2,28.8713443,-81.32893969999999
"De Pere, Wisconsin",28,44.4488805,-88.0603806
"De Witt, New York",4,43.0426633,-76.067849
"Dearborn, Michigan",2690,42.3222599,-83.17631449999999
"Dearborn Heights, Michigan",450,42.3369816,-83.27326269999999
"Decatur, Colorado",16884,39.8171659,-105.0219563
"Decorah, Iowa",4,43.30330559999999,-91.7857092
"Dedham, Massachusetts",12,42.2436085,-71.1676536
"Deer Park, New York",14,40.7617653,-73.3292857
"Deerfield, Illinois",72,42.1711365,-87.8445119
"Deerfield Beach, Florida",34,26.3184123,-80.09976569999999
"Defiance, Ohio",12,41.2844933,-84.3557802
"Dekalb, Illinois",36,41.9294736,-88.75036469999999
"Del City, Oklahoma",2,35.4420062,-97.4408698
"Del Mar, California",20,32.9594891,-117.2653146
"Del Valle, Texas",10,30.2091069,-97.6472349
"Deland, Florida",6,29.028318,-81.3031179
"Delaware, Ohio",10,40.2986724,-83.067965
"Delhi, California",26,37.4321589,-120.7785354
"Delhi Charter Township, Michigan",4,42.6262669,-84.5327038
"Delran, New Jersey",12,40.0158918,-74.9564247
"Delray Beach, Florida",632,26.4614625,-80.0728201
"Delta Junction, Alaska",140,64.0377778,-145.7322221
"Deltona, Florida",120,28.9005446,-81.26367379999999
"Den, Colorado",4,39.7392358,-104.990251
"Denair, California",18,37.526323,-120.7968711
"Denmark, South Carolina",2,33.3226546,-81.1423236
"Denton, North Carolina",48,35.6334712,-80.1158813
"Denver, Colorado",29554,39.7392358,-104.990251
"Denville, New Jersey",6,40.8923212,-74.47737750000002
"Depew, New York",16,42.9039476,-78.6922515
"Derby, Connecticut",448,41.3206523,-73.0889973
"Derry, New Hampshire",4,42.8806437,-71.3273346
"Deruyter, New York",10,42.75840050000001,-75.88436159999999
"Derwood, Maryland",30,39.1174267,-77.1611903
"Des  Moines, Iowa",2,41.5868353,-93.6249593
"Des Moines, Iowa",14674,41.5868353,-93.6249593
"Des Moines,, Iowa",2,41.5868353,-93.6249593
"Des Plaines, Illinois",724,42.0333623,-87.88339909999999
"Desert Hot Springs, California",46,33.961124,-116.5016784
"Desoto, Texas",14,32.5896998,-96.8570738
"Destin, Florida",10,30.3935337,-86.4957833
"Detroit, Michigan",940,42.331427,-83.0457538
"Devens, Massachusetts",4,42.5455027,-71.6139348
"Devon, Pennsylvania",68,40.0499216,-75.4258399
"Dewitt, Michigan",30,42.842256,-84.56914870000001
"Dexter, New York",8,44.0078352,-76.04437089999999
"Diamond Bar, California",36,34.0286226,-117.8103367
"Diamondhead, Mississippi",2,30.3946392,-89.3639378
"Dickinson, Texas",4,29.4607876,-95.0513172
"Dickson City, Pennsylvania",4,41.467642,-75.61877659999999
"Dilworth, Minnesota",6,46.8772685,-96.6962754
"District Heights, Maryland",2,38.8576128,-76.8894171
"Dix Hills, New York",6,40.8048207,-73.3362298
"Dixon, California",10,38.4454641,-121.8232958
"Dobson, North Carolina",4,36.3956891,-80.722567
"Dodge, Kansas",6,37.7527982,-100.0170787
"Dodge City, Kansas",110,37.7527982,-100.0170787
"Dolgeville, New York",10,43.1009037,-74.772927
"Dolton, Illinois",24,41.6389236,-87.60726799999999
"Doral, Florida",886,25.8195424,-80.3553302
"Doraville, Georgia",126,33.8981579,-84.2832564
"Dorchester, Massachusetts",662,42.30163049999999,-71.067605
"Dorchester Center, Massachusetts",16,42.2917651,-71.0717173
"Dorr, Michigan",18,42.7249602,-85.7051116
"Dothan, Alabama",6,31.2232313,-85.3904888
"Douglas, Georgia",20,31.5088073,-82.8498654
"Douglaston, New York",2,40.768713,-73.74707649999999
"Douglasville, Georgia",44,33.7514966,-84.7477136
"Dover, Delaware",96,39.158168,-75.5243682
"Downers Grove, Illinois",14,41.8089191,-88.01117459999999
"Downey, California",132,33.9401088,-118.1331593
"Downingtown, Pennsylvania",28,40.0064958,-75.7032742
"Doylestown, Pennsylvania",16,40.3101063,-75.1298939
"Dracut, Massachusetts",2,42.6703687,-71.3020052
"Draper, Utah",34,40.5246711,-111.8638226
"Drexel Hill, Pennsylvania",6,39.9470567,-75.2921301
"Dripping Springs, Texas",14,30.1902067,-98.0866781
"Du Page, Illinois",12,41.8243831,-88.0900762
"Duarte, California",36,34.1394513,-117.9772873
"Dublin, California",328,37.7021521,-121.9357918
"Dudley, Massachusetts",6,42.0433661,-71.9276033
"Due West, South Carolina",4,34.3334469,-82.387902
"Duluth, Georgia",406,34.0028786,-84.1446376
"Dumas, Texas",356,35.8653789,-101.9732236
"Dumfries, Virginia",46,38.5676202,-77.3280382
"Dumont, New Jersey",2,40.9406541,-73.9968051
"Duncan, South Carolina",16,34.9378962,-82.1451096
"Duncanville, Texas",58,32.6518004,-96.9083366
"Dundalk, Maryland",60,39.2506633,-76.5205184
"Dunedin, Florida",18,28.0197404,-82.7717684
"Dunellen, New Jersey",2,40.5892696,-74.4718201
"Dunnellon, Florida",4,29.0491426,-82.46093309999999
"Dunwoody, Georgia",38,33.9462125,-84.3346473
"Dupont, Washington",4,47.10032229999999,-122.6447891
"Durham, North Carolina",5484,35.9940329,-78.898619
"Dyer, Indiana",2,41.4942021,-87.52170679999999
"Eagan, Minnesota",322,44.8041322,-93.1668858
"Eagle, Colorado",16,39.6552634,-106.8286507
"Eagle Mountain, Utah",2,40.31411689999999,-112.006882
"Eagle River, Alaska",4,61.3293186,-149.56805
"Eagleville, Pennsylvania",2,40.1595501,-75.4082385
"East Amherst, New York",54,43.0183126,-78.69698310000001
"East Bethel, Minnesota",18,45.3194095,-93.20244869999999
"East Boston, Massachusetts",94,42.37021370000001,-71.0388601
"East Brunswick, New Jersey",50,40.4316955,-74.4049778
"East Cleveland, Ohio",26,41.5331066,-81.57901369999999
"East Greenbush, New York",2,42.6068049,-73.68893779999999
"East Greenwich, Rhode Island",4,41.6342619,-71.51304449999999
"East Hampton, Connecticut",4,41.5757748,-72.5026249
"East Hanover, New Jersey",6,40.8200623,-74.3647247
"East Hartford, Connecticut",34,41.7634219,-72.6128339
"East Haven, Connecticut",64,41.2841687,-72.8684565
"East Hills, New York",14,40.7937115,-73.62707259999999
"East Lansdowne, Pennsylvania",8,39.9456683,-75.2612943
"East Lansing, Michigan",198,42.7369792,-84.48386540000001
"East Meadow, New York",20,40.7139898,-73.5590157
"East Moline, Illinois",332,41.5008673,-90.4442979
"East Newark, New Jersey",6,40.7497019,-74.16363129999999
"East Northport, New York",2,40.8767647,-73.3245613
"East Orange, New Jersey",246,40.767323,-74.2048677
"East Point, Georgia",88,33.6795531,-84.43937240000001
"East Providence, Rhode Island",20,41.8137116,-71.3700545
"East Ridge, Tennessee",12,34.99474410000001,-85.2256635
"East Rochester, New York",60,43.10867409999999,-77.4874959
"East Setauket, New York",6,40.9293759,-73.1025502
"East Stroudsburg, Pennsylvania",6,40.9995386,-75.1812913
"East Syracuse, New York",18,43.0653446,-76.0785332
"East Walpole, Massachusetts",2,42.1614952,-71.21010679999999
"East Wenatchee, Washington",46,47.41568239999999,-120.2931263
"East York, Pennsylvania",2,39.9737093,-76.6863554
"Eastampton, New Jersey",8,40.0033813,-74.756468
"Easton, Pennsylvania",6,40.688432,-75.2207323
"Eastover, South Carolina",6,33.876821,-80.6928654
"Eastpointe, Michigan",2,42.4683698,-82.9554746
"Eatonville, Washington",2,46.86732629999999,-122.2665021
"Eau Claire, Wisconsin",248,44.811349,-91.4984941
"Eden Prairie, Minnesota",1202,44.8546856,-93.47078599999999
"Edenton, North Carolina",2,36.057938,-76.6077213
"Edgewater, Colorado",38,39.75304250000001,-105.0641503
"Edgewater Park, New Jersey",28,40.0681666,-74.90072180000001
"Edgewood, Maryland",66,39.4187194,-76.2944016
"Edina, Minnesota",126,44.8896866,-93.3499489
"Edinburg, Texas",4,26.3017374,-98.1633432
"Edison, New Jersey",66,40.5187154,-74.4120953
"Edmond, Oklahoma",74,35.6528323,-97.47809540000002
"Edmonds, Washington",204,47.8106521,-122.3773551
"Edna, Texas",6,28.9785947,-96.6460877
"Edwardsville, Pennsylvania",2,41.2695257,-75.9163085
"Egg Harbor, New Jersey",16,39.3822537,-74.6166192
"Egg Harbor City, New Jersey",8,39.5287282,-74.64793639999999
"Egg Harbor Township, New Jersey",14,39.3822537,-74.6166192
"Ejidsonton, Florida",6,27.8536365,-82.382593
"El Cajon, California",5422,32.7947731,-116.9625269
"El Cerrito, California",86,37.9161326,-122.310765
"El Dorado Hills, California",76,38.6857367,-121.082167
"El Jebel, Colorado",6,39.3949838,-107.0903259
"El Mirage, Arizona",36,33.6130942,-112.3246042
"El Monte, California",114,34.0686206,-118.0275667
"El Paso, Texas",318,31.7618778,-106.4850217
"El Segundo, California",14,33.9191799,-118.4164652
"El Sobrante, California",18,37.9771452,-122.2952474
"Elba, Alabama",4,31.4146108,-86.0677243
"Eldersburg, Maryland",4,39.40371469999999,-76.9502567
"Elgin, Illinois",80,42.0354084,-88.2825668
"Elizabeth, New Jersey",3828,40.6639916,-74.2107006
"Elizabethtown, Pennsylvania",86,40.1528719,-76.6027455
"Elk Grove, California",480,38.4087993,-121.3716178
"Elk Grove Village, Illinois",120,42.0039178,-87.9703461
"Elk Mound, Wisconsin",20,44.8730167,-91.6910015
"Elk River, Minnesota",38,45.33772829999999,-93.56911219999999
"Elkhart, Indiana",48,41.6819935,-85.9766671
"Elkhorn, Wisconsin",8,42.6752969,-88.5351587
"Elkins Park, Pennsylvania",46,40.0697037,-75.1253492
"Elkridge, Maryland",372,39.1978788,-76.7625073
"Ellenwood, Georgia",28,33.609725,-84.2873662
"Ellicott City, Maryland",96,39.2673283,-76.7983067
"Elmhurst, Illinois",234,41.8994744,-87.9403418
"Elmhurst Ave, New York",2,40.7468744,-73.8771472
"Elmont, New York",16,40.700936,-73.712909
"Elmwood Park, Illinois",50,41.9211423,-87.8092266
"Elverta, California",230,38.7145064,-121.4628072
"Emerson, New Jersey",6,40.976209,-74.0262505
"Emeryville, California",4,37.831316,-122.2852473
"Emmaus, Pennsylvania",4,40.5395421,-75.4968502
"Emporia, Kansas",18,38.403903,-96.18166260000001
"Encinitas, California",10,33.0369867,-117.2919818
"Encino, California",816,34.1517492,-118.5214282
"Endicott, New York",58,42.098408,-76.04936839999999
"Endwell, New York",28,42.1128525,-76.021034
"Englewood, Colorado",226,39.6477653,-104.9877597
"Enid, Oklahoma",16,36.3955891,-97.8783911
"Enola, Pennsylvania",30,40.2900885,-76.9338636
"Enterprise, Nevada",8,36.0252503,-115.2419419
"Ephrata, Pennsylvania",162,40.1798165,-76.17883909999999
"Erie, Colorado",14568,40.0502623,-105.0499817
"Erlanger, Kentucky",2,39.0167275,-84.60077729999999
"Escalon, California",8,37.7974273,-120.9966033
"Escondido, California",504,33.1192068,-117.086421
"Esparto, California",2,38.6921258,-122.0171925
"Essex, Maryland",68,39.30927430000001,-76.47496199999999
"Essex Junction, Vermont",240,44.4905433,-73.11122069999999
"Etna, Pennsylvania",10,40.5042354,-79.9489413
"Etters, Pennsylvania",4,40.152593,-76.75024669999999
"Euclid, Ohio",20,41.5931049,-81.5267873
"Eugene, Oregon",16,44.0520691,-123.0867536
"Euless, Texas",360,32.8370727,-97.08195409999999
"Eureka, California",44,40.8020712,-124.1636729
"Evans, Georgia",14,33.5337464,-82.1306747
"Evans Mills, New York",2,44.0881158,-75.8071525
"Evanston, Illinois",128,42.0450722,-87.68769689999999
"Evansville, Indiana",56,37.9715592,-87.5710898
"Everett, Massachusetts",2848,42.40843,-71.0536625
"Everson, Washington",6,48.9201171,-122.3426589
"Ewing, New Jersey",18,40.2599864,-74.79091249999999
"Excelsior, Minnesota",4,44.9032963,-93.5663455
"Exeter, California",4,36.2960613,-119.1420517
"Exton, Pennsylvania",18,40.0325817,-75.6274583
"Fair Haven, New Jersey",10,40.3606653,-74.03819469999999
"Fair Lawn, New Jersey",62,40.9403762,-74.1318096
"Fair Oaks, California",908,38.6446264,-121.2721718
"Fair Play, Missouri",6,37.6321682,-93.5761735
"Fairbanks, Alaska",18,64.8377778,-147.7163888
"Fairbault, Minnesota",54,44.2949636,-93.268827
"Fairborn, Ohio",4,39.8208925,-84.01937889999999
"Fairburn, Georgia",10,33.5670562,-84.5810418
"Fairfax, Virginia",802,38.84622359999999,-77.30637329999999
"Fairfax Station, Virginia",18,38.8015452,-77.3254485
"Fairfield, California",250,38.24935809999999,-122.0399663
"Fairless Hills, Pennsylvania",6,40.1795537,-74.85516439999999
"Fairport, New York",16,43.0986742,-77.44193779999999
"Fairview, New Jersey",184,40.8126006,-73.999028
"Fairview Park, Ohio",2,41.4414366,-81.8643039
"Fairway, Kansas",8,39.02222769999999,-94.6319018
"Faith, North Carolina",6,35.587084,-80.46283849999999
"Falcon Heights, Minnesota",24,44.99163230000001,-93.166333
"Fall Creek, Oregon",4,43.9595707,-122.8203521
"Fall River, Massachusetts",4,41.7014912,-71.1550451
"Fallbrook, California",8,33.3764196,-117.2511466
"Falls Church, Virginia",3276,38.88233400000001,-77.1710914
"Falmouth, Maine",28,43.7435343,-70.2601759
"Far Rockaway, New York",78,40.5998931,-73.74484369999999
"Fargo, North Carolina",8882,46.8771863,-96.7898034
"Faribault, Minnesota",652,44.2949636,-93.268827
"Farmers Branch, Texas",12,32.9265137,-96.89611509999999
"Farmingdale, New York",12,40.7325997,-73.4454009
"Farmington, Michigan",192,42.4644795,-83.37632180000001
"Farmington Hills, Michigan",894,42.4989936,-83.3677168
"Farmville, Virginia",6,37.3020965,-78.3919401
"Fayetteville, Arkansas",372,36.082156,-94.17185420000001
"Feasterville, Pennsylvania",44,40.1466378,-74.9952259
"Feasterville Trevose, Pennsylvania",42,40.1466378,-74.9952259
"Feasterville-Trevose, Pennsylvania",2,40.1466378,-74.9952259
"Federal Way, Washington",1954,47.3223221,-122.3126222
"Feeding Hills, Massachusetts",128,42.067082,-72.6777225
"Fenton, Missouri",134,38.5126456,-90.4429881
"Fergus Falls, Minnesota",6,46.2835212,-96.0777887
"Ferguson, Missouri",20,38.7442175,-90.3053915
"Fern Creek, Kentucky",6,38.15979,-85.5877362
"Fern Park, Florida",14,28.6491649,-81.3511796
"Ferndale, Michigan",272,42.4605917,-83.1346478
"Fife, Washington",78,47.2392665,-122.3570664
"Fillmore, California",4,34.3991639,-118.918154
"Finneytown, Ohio",10,39.2177925,-84.5169757
"Fircrest, Washington",4,47.2395428,-122.5159586
"Fishers, Indiana",2,39.9567548,-86.01335
"Fishersville, Virginia",2,38.0990233,-78.9691923
"Fitchburg, Massachusetts",106,42.5834228,-71.8022955
"Flagstaff, Arizona",4,35.1982836,-111.651302
"Flanders, New Jersey",14,40.8418677,-74.7161489
"Fleming Island, Florida",2,30.0847449,-81.71837330000001
"Flemington, New Jersey",34,40.5123258,-74.85933179999999
"Fletcher, North Carolina",6,35.4306712,-82.5012316
"Flint, Michigan",102,43.0125274,-83.6874562
"Floral Park, New York",22,40.7237133,-73.7048532
"Florence, Kentucky",124,38.9989499,-84.62661109999999
"Floresville, Texas",2,29.1335781,-98.15611919999999
"Florida City, Florida",24,25.4478898,-80.47922369999999
"Florissant, Missouri",12,38.789217,-90.322614
"Flowery Branch, Georgia",46,34.1851017,-83.9251809
"Flushing, Michigan",324,43.0630833,-83.8510732
"Folcroft, Pennsylvania",30,39.890946,-75.2837964
"Foley, Alabama",14,30.4065868,-87.6835974
"Folsom, California",198,38.6779591,-121.1760583
"Fond Du Lac, Wisconsin",104,43.7730448,-88.4470508
"Fontana, California",124,34.0922335,-117.435048
"Foothill Ranch, California",10,33.6831832,-117.6664308
"Fords, New Jersey",8,40.5360104,-74.3152408
"Forest Hill, Maryland",6,39.5850754,-76.3877289
"Forest Hills, Georgia",322,34.5518055,-84.1802123
"Forest Hills, Georgia",322,33.4725489,-82.04807749999999
"Forest Lake, Minnesota",18,45.2788561,-92.9852183
"Forest Park, Georgia",142,33.6220542,-84.36909179999999
"Foresthill, California",8,39.0201768,-120.8179891
"Forestville, Maryland",4,38.8451131,-76.8749722
"Forney, Texas",16,32.7481845,-96.4719312
"Fort Collins, Colorado",26,40.5852602,-105.084423
"Fort Gratiot, Michigan",12,43.0386178,-82.476888
"Fort Irwin, California",2,35.2628402,-116.6846351
"Fort Lauderdale, Florida",734,26.1224386,-80.13731740000001
"Fort Lee, New Jersey",34,40.8509333,-73.9701381
"Fort Mill, South Carolina",2,35.0073697,-80.94507589999999
"Fort Mitchell, Kentucky",2,39.0472046,-84.55991689999999
"Fort Morgan, Colorado",68,40.2502582,-103.7999509
"Fort Myers, Florida",110,26.640628,-81.8723084
"Fort Oglethorpe, Georgia",14,34.9489645,-85.2569
"Fort Pierce, Florida",14,27.4467056,-80.3256056
"Fort Riley, Kansas",2,39.088346,-96.813939
"Fort Sill, Oklahoma",4,34.5938359,-98.4184224
"Fort Smith, Arkansas",16,35.3859242,-94.39854749999999
"Fort Stewart, Georgia",4,31.8690667,-81.6089873
"Fort Walton Beach, Florida",48,30.42007079999999,-86.6170308
